,Frame,Time (s),Angle
0,0.0,0.0,138.0772883203823
1,1.0,0.004166666666666667,138.0772883203823
2,2.0,0.008333333333333333,139.35957301252898
3,3.0,0.0125,140.66759110129448
4,4.0,0.016666666666666666,140.13194153316292
5,5.0,0.020833333333333332,139.7374397859025
6,6.0,0.025,140.3299172120694
7,7.0,0.029166666666666667,140.82506277374057
8,8.0,0.03333333333333333,138.39302395213772
9,9.0,0.0375,134.7360544184765
10,10.0,0.041666666666666664,131.62084235087013
11,11.0,0.04583333333333333,131.28390775211636
12,12.0,0.05,132.05577740455573
13,13.0,0.05416666666666667,133.2250264114868
14,14.0,0.058333333333333334,134.25917939326877
15,15.0,0.0625,135.12044341028744
16,16.0,0.06666666666666667,135.71018352326277
17,17.0,0.07083333333333333,136.44664827756282
18,18.0,0.075,136.58518428836794
19,19.0,0.07916666666666666,135.86859310016803
20,20.0,0.08333333333333333,134.09673435173084
21,21.0,0.0875,132.8797103773977
22,22.0,0.09166666666666666,133.36581813284687
23,23.0,0.09583333333333334,134.242895860259
24,24.0,0.1,135.1480663900957
25,25.0,0.10416666666666667,134.91212655965813
26,26.0,0.10833333333333334,135.32188952859195
27,27.0,0.1125,135.5417217016461
28,28.0,0.11666666666666667,135.64938227695598
29,29.0,0.12083333333333333,136.3130603033253
30,30.0,0.125,136.41786759292265
31,31.0,0.12916666666666668,137.03089124962594
32,32.0,0.13333333333333333,137.21310381782146
33,33.0,0.1375,137.666056122065
34,34.0,0.14166666666666666,138.02453544323174
35,35.0,0.14583333333333334,138.79096138892007
36,36.0,0.15,139.28729073612567
37,37.0,0.15416666666666667,140.02978339583217
38,38.0,0.15833333333333333,140.76159247843674
39,39.0,0.1625,142.08981137518074
40,40.0,0.16666666666666666,142.53395672230982
41,41.0,0.17083333333333334,144.21138281339555
42,42.0,0.175,145.38540080016395
43,43.0,0.17916666666666667,146.72527344050854
44,44.0,0.18333333333333332,148.08202798872415
45,45.0,0.1875,149.20959440983387
46,46.0,0.19166666666666668,151.36772127836974
47,47.0,0.19583333333333333,153.1898989221291
48,48.0,0.2,154.7911828781344
49,49.0,0.20416666666666666,156.52154352927283
50,50.0,0.20833333333333334,158.55164258241584
51,51.0,0.2125,161.0128721982589
52,52.0,0.21666666666666667,162.53257880973018
53,53.0,0.22083333333333333,165.30975224318198
54,54.0,0.225,168.28040090500582
55,55.0,0.22916666666666666,170.7244597438666
