,Frame,Time (s),Angle
0,0.0,0.0,136.1296196908949
1,1.0,0.004166666666666667,136.1296196908949
2,2.0,0.008333333333333333,137.07637011821964
3,3.0,0.0125,138.00221831106802
4,4.0,0.016666666666666666,139.52153646596264
5,5.0,0.020833333333333332,138.8458981925033
6,6.0,0.025,140.54731675546662
7,7.0,0.029166666666666667,141.21509569857804
8,8.0,0.03333333333333333,139.64420835408023
9,9.0,0.0375,135.61449202253937
10,10.0,0.041666666666666664,131.9402909969067
11,11.0,0.04583333333333333,130.06364572156585
12,12.0,0.05,130.40681327313666
13,13.0,0.05416666666666667,131.42066775992612
14,14.0,0.058333333333333334,132.8354862598177
15,15.0,0.0625,134.55958480827712
16,16.0,0.06666666666666667,135.30851498973448
17,17.0,0.07083333333333333,136.48871462584424
18,18.0,0.075,136.1285911001729
19,19.0,0.07916666666666666,134.8671161394009
20,20.0,0.08333333333333333,132.36207721171235
21,21.0,0.0875,130.39660729471197
22,22.0,0.09166666666666666,130.36468106753694
23,23.0,0.09583333333333334,130.5077994121067
24,24.0,0.1,131.41648623303487
25,25.0,0.10416666666666667,131.97627888310535
26,26.0,0.10833333333333334,132.76110191685984
27,27.0,0.1125,133.0041543814752
28,28.0,0.11666666666666667,133.2912719157227
29,29.0,0.12083333333333333,133.51238203523943
30,30.0,0.125,133.1437183027176
31,31.0,0.12916666666666668,133.33513790515727
32,32.0,0.13333333333333333,133.56076259055118
33,33.0,0.1375,134.02895850370226
34,34.0,0.14166666666666666,134.31715862377206
35,35.0,0.14583333333333334,134.85474014219903
36,36.0,0.15,136.21983773450506
37,37.0,0.15416666666666667,136.81847272597298
38,38.0,0.15833333333333333,137.77344081065468
39,39.0,0.1625,138.7224870485454
40,40.0,0.16666666666666666,139.57461413990117
41,41.0,0.17083333333333334,141.09304780745603
42,42.0,0.175,142.31737527587907
43,43.0,0.17916666666666667,143.69678542414164
44,44.0,0.18333333333333332,144.71417149998499
45,45.0,0.1875,146.849491089861
46,46.0,0.19166666666666668,148.46137342059671
47,47.0,0.19583333333333333,150.37475482944978
48,48.0,0.2,152.85949267277715
49,49.0,0.20416666666666666,154.39644732839673
50,50.0,0.20833333333333334,156.44202964199417
51,51.0,0.2125,158.9705394206802
52,52.0,0.21666666666666667,160.93622432651426
53,53.0,0.22083333333333333,163.84080607753975
