,Frame,Time (s),Angle
0,0.0,0.0,141.04092395652663
1,1.0,0.004166666666666667,141.04092395652663
2,2.0,0.008333333333333333,142.41750443930175
3,3.0,0.0125,142.86249505286952
4,4.0,0.016666666666666666,144.770040502166
5,5.0,0.020833333333333332,144.35515684534414
6,6.0,0.025,146.5160019465029
7,7.0,0.029166666666666667,146.58349180599959
8,8.0,0.03333333333333333,144.40862091632627
9,9.0,0.0375,140.2943453356898
10,10.0,0.041666666666666664,136.43264657242645
11,11.0,0.04583333333333333,134.0683586283304
12,12.0,0.05,134.38186223661745
13,13.0,0.05416666666666667,136.25958797679715
14,14.0,0.058333333333333334,138.0660009600641
15,15.0,0.0625,139.4214247150768
16,16.0,0.06666666666666667,140.88540552140444
17,17.0,0.07083333333333333,141.51632232693098
18,18.0,0.075,140.45523905319928
19,19.0,0.07916666666666666,138.53717069941507
20,20.0,0.08333333333333333,136.38062516506096
21,21.0,0.0875,135.10913079605598
22,22.0,0.09166666666666666,135.44131661277473
23,23.0,0.09583333333333334,136.46758606262483
24,24.0,0.1,137.05428233976988
25,25.0,0.10416666666666667,138.47477477032848
26,26.0,0.10833333333333334,139.05936488560693
27,27.0,0.1125,140.15112316345133
28,28.0,0.11666666666666667,140.39748868754924
29,29.0,0.12083333333333333,140.8049449777904
30,30.0,0.125,140.60920554697793
31,31.0,0.12916666666666668,141.3309139273643
32,32.0,0.13333333333333333,141.47727676221396
33,33.0,0.1375,142.7743839789543
34,34.0,0.14166666666666666,143.3036813888046
35,35.0,0.14583333333333334,144.6365603324906
36,36.0,0.15,145.84583089399553
37,37.0,0.15416666666666667,147.0951013022683
38,38.0,0.15833333333333333,148.77993737970635
39,39.0,0.1625,150.43967962730525
40,40.0,0.16666666666666666,152.04222625656703
41,41.0,0.17083333333333334,153.99750447136807
42,42.0,0.175,155.84297352403286
43,43.0,0.17916666666666667,157.75483770497408
44,44.0,0.18333333333333332,160.20136237219498
45,45.0,0.1875,161.95031338395597
46,46.0,0.19166666666666668,164.29362074564847
47,47.0,0.19583333333333333,166.7097706366115
48,48.0,0.2,168.46754672252547
49,49.0,0.20416666666666666,170.33552991403002
