,Frame,Time (s),Angle
0,0.0,0.0,138.97373208218863
1,1.0,0.004166666666666667,138.97373208218863
2,2.0,0.008333333333333333,138.6968658858894
3,3.0,0.0125,138.75452876397662
4,4.0,0.016666666666666666,138.84976267960758
5,5.0,0.020833333333333332,139.15833208163426
6,6.0,0.025,139.33184943803383
7,7.0,0.029166666666666667,139.54387358975296
8,8.0,0.03333333333333333,140.87159299381426
9,9.0,0.0375,140.54344819489762
10,10.0,0.041666666666666664,140.40794013399557
11,11.0,0.04583333333333333,140.15210936373938
12,12.0,0.05,138.98607127836968
13,13.0,0.05416666666666667,137.17739528698235
14,14.0,0.058333333333333334,134.60875912097322
15,15.0,0.0625,132.82226717148387
16,16.0,0.06666666666666667,132.10855418455802
17,17.0,0.07083333333333333,132.6331092571383
18,18.0,0.075,132.9341938004784
19,19.0,0.07916666666666666,134.26590501721907
20,20.0,0.08333333333333333,134.85357374235616
21,21.0,0.0875,135.6379130886441
22,22.0,0.09166666666666666,136.1973278255314
23,23.0,0.09583333333333334,135.73431669480954
24,24.0,0.1,135.31526004738666
25,25.0,0.10416666666666667,134.21700533023935
26,26.0,0.10833333333333334,132.43472082636399
27,27.0,0.1125,132.5486473096173
28,28.0,0.11666666666666667,132.67448528260812
29,29.0,0.12083333333333333,133.54909648922637
30,30.0,0.125,134.27387256356417
31,31.0,0.12916666666666668,135.01362052057772
32,32.0,0.13333333333333333,135.13414359756865
33,33.0,0.1375,135.3141623645867
34,34.0,0.14166666666666666,135.36697051926657
35,35.0,0.14583333333333334,135.68912647462713
36,36.0,0.15,136.45931144332403
37,37.0,0.15416666666666667,136.9226365661942
38,38.0,0.15833333333333333,136.95458907464098
39,39.0,0.1625,137.19302778852597
40,40.0,0.16666666666666666,138.16629661127396
41,41.0,0.17083333333333334,138.6827522663174
42,42.0,0.175,140.31558024814285
43,43.0,0.17916666666666667,140.50104631623876
44,44.0,0.18333333333333332,141.5317858587805
45,45.0,0.1875,142.4525443789372
46,46.0,0.19166666666666668,143.5293235657836
47,47.0,0.19583333333333333,144.82901957373343
48,48.0,0.2,145.6874083623692
49,49.0,0.20416666666666666,147.44567140280128
50,50.0,0.20833333333333334,148.3289077307144
51,51.0,0.2125,150.23874868816975
52,52.0,0.21666666666666667,151.41896743851686
53,53.0,0.22083333333333333,153.47364790769234
54,54.0,0.225,154.79279195329255
55,55.0,0.22916666666666666,156.88977598364323
56,56.0,0.23333333333333334,158.12385014973015
57,57.0,0.2375,160.37032896525807
58,58.0,0.24166666666666667,162.3477527473667
59,59.0,0.24583333333333332,163.8117446450569
60,60.0,0.25,166.72989525252763
61,61.0,0.25416666666666665,168.82203143760177
