,Frame,Time (s),Angle
0,0.0,0.0,137.62441494423825
1,1.0,0.004166666666666667,137.62441494423825
2,2.0,0.008333333333333333,137.57258561022365
3,3.0,0.0125,138.6104948092132
4,4.0,0.016666666666666666,139.45389204890978
5,5.0,0.020833333333333332,137.8339912383704
6,6.0,0.025,137.4979975557884
7,7.0,0.029166666666666667,138.40237809535705
8,8.0,0.03333333333333333,138.43120845916937
9,9.0,0.0375,137.71204657595302
10,10.0,0.041666666666666664,135.81928279063357
11,11.0,0.04583333333333333,133.3785187682323
12,12.0,0.05,132.22235107766681
13,13.0,0.05416666666666667,131.78587085071405
14,14.0,0.058333333333333334,131.79608792758222
15,15.0,0.0625,132.3962870140105
16,16.0,0.06666666666666667,132.93954110872573
17,17.0,0.07083333333333333,133.97758669637642
18,18.0,0.075,134.807394680641
19,19.0,0.07916666666666666,134.6499171845588
20,20.0,0.08333333333333333,134.81180052072685
21,21.0,0.0875,134.53791140415373
22,22.0,0.09166666666666666,133.97428316822325
23,23.0,0.09583333333333334,133.2055907458893
24,24.0,0.1,132.99170171414585
25,25.0,0.10416666666666667,132.01472717053028
26,26.0,0.10833333333333334,131.43771915587564
27,27.0,0.1125,130.87298744258908
28,28.0,0.11666666666666667,130.65180271517318
29,29.0,0.12083333333333333,130.9429781892236
30,30.0,0.125,131.28501483764154
31,31.0,0.12916666666666668,131.01576029467878
32,32.0,0.13333333333333333,130.76577842256512
33,33.0,0.1375,130.84857687336134
34,34.0,0.14166666666666666,130.6156475414989
35,35.0,0.14583333333333334,130.95393602407256
36,36.0,0.15,131.26079550785064
37,37.0,0.15416666666666667,131.01300075107326
38,38.0,0.15833333333333333,130.84637842462126
39,39.0,0.1625,131.12716814549742
40,40.0,0.16666666666666666,131.19890408379968
41,41.0,0.17083333333333334,131.33492243757695
42,42.0,0.175,131.34632137762145
43,43.0,0.17916666666666667,131.81241839474433
44,44.0,0.18333333333333332,131.89001797799824
45,45.0,0.1875,132.20543593308147
46,46.0,0.19166666666666668,133.0281192931223
47,47.0,0.19583333333333333,133.58196807701756
48,48.0,0.2,134.5080853047194
49,49.0,0.20416666666666666,134.6517250854169
50,50.0,0.20833333333333334,135.45987846839074
51,51.0,0.2125,136.08146226593118
52,52.0,0.21666666666666667,136.95492448177856
53,53.0,0.22083333333333333,137.96697741909816
54,54.0,0.225,138.74400102060545
55,55.0,0.22916666666666666,139.84275090825895
56,56.0,0.23333333333333334,141.46280717672465
57,57.0,0.2375,142.49409177791443
58,58.0,0.24166666666666667,143.90523925022995
59,59.0,0.24583333333333332,145.76549642915418
60,60.0,0.25,147.8443232446724
61,61.0,0.25416666666666665,149.34064507887217
62,62.0,0.25833333333333336,151.32215744431437
63,63.0,0.2625,153.23042769149458
64,64.0,0.26666666666666666,155.23231890627738
65,65.0,0.2708333333333333,157.97237637784912
66,66.0,0.275,160.54891971238405
67,67.0,0.2791666666666667,163.6428993694562
68,68.0,0.2833333333333333,166.70768036212715
