,Frame,Time (s),Angle
0,0.0,0.0,134.113284100746
1,1.0,0.004166666666666667,134.113284100746
2,2.0,0.008333333333333333,135.12716155382702
3,3.0,0.0125,136.76690647265252
4,4.0,0.016666666666666666,137.7789549410541
5,5.0,0.020833333333333332,137.15685843029786
6,6.0,0.025,138.08619801761262
7,7.0,0.029166666666666667,137.82668082842974
8,8.0,0.03333333333333333,136.7770003429929
9,9.0,0.0375,134.01392128220908
10,10.0,0.041666666666666664,130.77309646969587
11,11.0,0.04583333333333333,128.60135958332398
12,12.0,0.05,128.56519304930777
13,13.0,0.05416666666666667,129.4860055035274
14,14.0,0.058333333333333334,130.40277154531185
15,15.0,0.0625,131.59044334346632
16,16.0,0.06666666666666667,132.42113030668565
17,17.0,0.07083333333333333,133.54572198900567
18,18.0,0.075,134.5492165502788
19,19.0,0.07916666666666666,134.4443986107377
20,20.0,0.08333333333333333,133.418210711082
21,21.0,0.0875,130.73987915227573
22,22.0,0.09166666666666666,129.03698060630404
23,23.0,0.09583333333333334,128.0892046192139
24,24.0,0.1,128.65312109227827
25,25.0,0.10416666666666667,129.4039688540729
26,26.0,0.10833333333333334,130.0307041104253
27,27.0,0.1125,131.07444885960717
28,28.0,0.11666666666666667,131.52771568637593
29,29.0,0.12083333333333333,131.37828277885683
30,30.0,0.125,131.32893768803675
31,31.0,0.12916666666666668,131.19363747729057
32,32.0,0.13333333333333333,131.1424333152164
33,33.0,0.1375,130.84068251337055
34,34.0,0.14166666666666666,130.89360321634376
35,35.0,0.14583333333333334,131.05775271411423
36,36.0,0.15,131.24921359541923
37,37.0,0.15416666666666667,131.7702319665885
38,38.0,0.15833333333333333,132.29982837867828
39,39.0,0.1625,132.5112678399816
40,40.0,0.16666666666666666,133.20343700740847
41,41.0,0.17083333333333334,133.98536822966278
42,42.0,0.175,134.51670586636803
43,43.0,0.17916666666666667,135.28038846620734
44,44.0,0.18333333333333332,135.8275591366426
45,45.0,0.1875,136.91088347718394
46,46.0,0.19166666666666668,137.64080259259364
47,47.0,0.19583333333333333,138.36206335793642
48,48.0,0.2,139.4632068260429
49,49.0,0.20416666666666666,141.03833983503097
50,50.0,0.20833333333333334,141.82081453065692
51,51.0,0.2125,143.6436143703902
52,52.0,0.21666666666666667,145.16457247086046
53,53.0,0.22083333333333333,146.6670962496602
54,54.0,0.225,148.31197280992413
55,55.0,0.22916666666666666,150.32145206835597
56,56.0,0.23333333333333334,152.58039413566604
57,57.0,0.2375,154.46976449986818
58,58.0,0.24166666666666667,156.9425674372959
59,59.0,0.24583333333333332,158.99930327309121
60,60.0,0.25,162.2078189794129
61,61.0,0.25416666666666665,165.28527952154104
62,62.0,0.25833333333333336,169.09771073229552
