,Frame,Time (s),Angle
0,0.0,0.0,139.2588106306706
1,1.0,0.004166666666666667,139.2588106306706
2,2.0,0.008333333333333333,141.08394771833986
3,3.0,0.0125,142.79468890479694
4,4.0,0.016666666666666666,144.7451272948241
5,5.0,0.020833333333333332,143.64281401835848
6,6.0,0.025,144.15184293383857
7,7.0,0.029166666666666667,144.2095755668496
8,8.0,0.03333333333333333,141.75896807104334
9,9.0,0.0375,137.9128827129969
10,10.0,0.041666666666666664,135.08038414960055
11,11.0,0.04583333333333333,135.2256581388781
12,12.0,0.05,136.34664706736183
13,13.0,0.05416666666666667,138.0124358943686
14,14.0,0.058333333333333334,138.7107653781531
15,15.0,0.0625,139.93310725951778
16,16.0,0.06666666666666667,140.51610997522755
17,17.0,0.07083333333333333,139.9361769640729
18,18.0,0.075,138.73625642321264
19,19.0,0.07916666666666666,137.62095330659074
20,20.0,0.08333333333333333,136.98575531888287
21,21.0,0.0875,137.42980354184684
22,22.0,0.09166666666666666,138.60106635523238
23,23.0,0.09583333333333334,140.1709886811965
24,24.0,0.1,141.21770526534527
25,25.0,0.10416666666666667,142.07118015659142
26,26.0,0.10833333333333334,142.02442659912998
27,27.0,0.1125,142.2583067022382
28,28.0,0.11666666666666667,142.52007455941646
29,29.0,0.12083333333333333,142.86766022529025
30,30.0,0.125,143.42894503538315
31,31.0,0.12916666666666668,143.84054046518008
32,32.0,0.13333333333333333,144.27303558900854
33,33.0,0.1375,144.97607478267633
34,34.0,0.14166666666666666,145.78500124195153
35,35.0,0.14583333333333334,147.03531436624095
36,36.0,0.15,148.30400460980044
37,37.0,0.15416666666666667,149.55560501535177
38,38.0,0.15833333333333333,150.93035507448846
39,39.0,0.1625,152.58022681036405
40,40.0,0.16666666666666666,154.43572342208898
41,41.0,0.17083333333333334,156.15804883013595
42,42.0,0.175,158.30328965205968
43,43.0,0.17916666666666667,159.97712710174747
44,44.0,0.18333333333333332,161.54365525545285
45,45.0,0.1875,163.05714871473972
46,46.0,0.19166666666666668,165.0955722720837
47,47.0,0.19583333333333333,166.8778059767398
48,48.0,0.2,169.24182216046532
