,Frame,Time (s),Angle
0,0.0,0.0,138.32209088504027
1,1.0,0.004166666666666667,138.32209088504027
2,2.0,0.008333333333333333,140.3055489792555
3,3.0,0.0125,142.25577832020844
4,4.0,0.016666666666666666,142.67955531100438
5,5.0,0.020833333333333332,141.6114795980157
6,6.0,0.025,142.76365478121738
7,7.0,0.029166666666666667,143.68678251405765
8,8.0,0.03333333333333333,143.81557893378385
9,9.0,0.0375,140.03044895798223
10,10.0,0.041666666666666664,136.06777703818884
11,11.0,0.04583333333333333,133.15104351853404
12,12.0,0.05,132.93519902882946
13,13.0,0.05416666666666667,135.12076474507933
14,14.0,0.058333333333333334,136.96808424363667
15,15.0,0.0625,138.4098395837241
16,16.0,0.06666666666666667,139.72017316322697
17,17.0,0.07083333333333333,140.5871107223825
18,18.0,0.075,139.74458646648054
19,19.0,0.07916666666666666,138.39736619154297
20,20.0,0.08333333333333333,135.8244893501802
21,21.0,0.0875,134.42407317369577
22,22.0,0.09166666666666666,134.14490673973023
23,23.0,0.09583333333333334,135.42331688279273
24,24.0,0.1,137.36302252678877
25,25.0,0.10416666666666667,138.77659073515377
26,26.0,0.10833333333333334,139.50044589815911
27,27.0,0.1125,139.92048650390717
28,28.0,0.11666666666666667,140.18214470072814
29,29.0,0.12083333333333333,140.74981116580582
30,30.0,0.125,140.49794651762284
31,31.0,0.12916666666666668,140.7370560260027
32,32.0,0.13333333333333333,141.0536653727185
33,33.0,0.1375,141.59815204406468
34,34.0,0.14166666666666666,142.60169694484824
35,35.0,0.14583333333333334,143.31463201199034
36,36.0,0.15,144.1799100179407
37,37.0,0.15416666666666667,145.42473772069005
38,38.0,0.15833333333333333,146.63251867953994
39,39.0,0.1625,148.07000867100837
40,40.0,0.16666666666666666,149.2410338476662
41,41.0,0.17083333333333334,150.8143583610019
42,42.0,0.175,152.15865519489444
43,43.0,0.17916666666666667,153.9939462902754
44,44.0,0.18333333333333332,156.04337042252217
45,45.0,0.1875,157.31148028109635
46,46.0,0.19166666666666668,159.24057765939267
47,47.0,0.19583333333333333,161.78134629965663
48,48.0,0.2,164.21937794718588
49,49.0,0.20416666666666666,166.32570456528367
