,Frame,Time (s),Angle
0,0.0,0.0,134.6083596206958
1,1.0,0.004166666666666667,134.6083596206958
2,2.0,0.008333333333333333,135.97779940415327
3,3.0,0.0125,134.32110573559868
4,4.0,0.016666666666666666,139.45540674713914
5,5.0,0.020833333333333332,141.89871416662
6,6.0,0.025,145.46380705937887
7,7.0,0.029166666666666667,142.78274728659147
8,8.0,0.03333333333333333,139.74592863032098
9,9.0,0.0375,136.6092143268201
10,10.0,0.041666666666666664,133.11950988779566
11,11.0,0.04583333333333333,131.10762432520892
12,12.0,0.05,131.41893885246867
13,13.0,0.05416666666666667,132.1137131637043
14,14.0,0.058333333333333334,133.37889744348186
15,15.0,0.0625,134.68195027730803
16,16.0,0.06666666666666667,135.58923566986263
17,17.0,0.07083333333333333,137.06665963664238
18,18.0,0.075,137.37376548822903
19,19.0,0.07916666666666666,136.3759730091113
20,20.0,0.08333333333333333,135.0744334361353
21,21.0,0.0875,134.249075134057
22,22.0,0.09166666666666666,133.86540829644196
23,23.0,0.09583333333333334,134.14906504378328
24,24.0,0.1,135.48892167166082
25,25.0,0.10416666666666667,136.07379619625078
26,26.0,0.10833333333333334,136.60942843107756
27,27.0,0.1125,136.78420777467824
28,28.0,0.11666666666666667,137.22751457033806
29,29.0,0.12083333333333333,137.8146833015371
30,30.0,0.125,138.18636727474785
31,31.0,0.12916666666666668,138.6767927913305
32,32.0,0.13333333333333333,138.7948518201154
33,33.0,0.1375,139.65564894947977
34,34.0,0.14166666666666666,140.17286877528073
35,35.0,0.14583333333333334,140.88426225211197
36,36.0,0.15,141.5603969092998
37,37.0,0.15416666666666667,142.92138061837795
38,38.0,0.15833333333333333,143.93464580238071
39,39.0,0.1625,144.81011992893576
40,40.0,0.16666666666666666,145.9934448804107
41,41.0,0.17083333333333334,147.45575782890847
42,42.0,0.175,148.89902524517504
43,43.0,0.17916666666666667,150.50333010500174
44,44.0,0.18333333333333332,152.12644078838562
45,45.0,0.1875,153.99651258816948
46,46.0,0.19166666666666668,155.61962592297755
47,47.0,0.19583333333333333,157.5973067640448
48,48.0,0.2,159.58490098945103
49,49.0,0.20416666666666666,161.17774269712373
50,50.0,0.20833333333333334,163.0097154065657
51,51.0,0.2125,165.51023740611555
52,52.0,0.21666666666666667,167.37577185440313
