,Frame,Time (ms),Ankle (deg),Knee (deg),Hip (deg)
0,0.0,0.0,82.20923312730405,126.0603077669122,121.04158360410484
1,1.0,4.166666666666667,82.20923312730405,126.0603077669122,121.04158360410484
2,2.0,8.333333333333334,82.7459682294782,126.10994946895418,121.80134284420289
3,3.0,12.5,82.73499141997749,125.78121872391498,123.2456608349797
4,4.0,16.666666666666668,84.84617903012236,125.66940737748955,124.03147968780029
5,5.0,20.833333333333332,85.7517683688961,126.02173624202025,125.51045515871319
6,6.0,25.0,88.85228506313378,125.97784991558174,126.49629282772759
7,7.0,29.166666666666668,90.15641794514234,125.33337532230838,126.60959273768343
8,8.0,33.333333333333336,90.94052569474326,124.47386699263734,125.88761046892029
9,9.0,37.5,91.41034675146219,123.3315175333453,124.94238657072488
10,10.0,41.666666666666664,90.72112615822422,122.18050460661698,124.37541382532814
11,11.0,45.833333333333336,90.57236754464942,120.0526887809843,122.95876406585303
12,12.0,50.0,91.21577744723581,119.06634269257192,122.94892978264097
13,13.0,54.166666666666664,91.0748241388934,117.95525403204539,122.69006716294687
14,14.0,58.333333333333336,92.33474283028873,117.0176790947686,121.81317958406949
15,15.0,62.5,92.08065152113134,116.75469907028005,123.1294907654391
16,16.0,66.66666666666667,93.25475315113125,116.14566563540549,123.20168527798315
17,17.0,70.83333333333333,93.14236481744715,116.05466343331979,124.14493838491798
18,18.0,75.0,92.5467074522133,115.95680627005775,124.97577213562884
19,19.0,79.16666666666667,92.76418993135267,116.01341573478554,125.99506831458024
20,20.0,83.33333333333333,92.18083737096254,115.94435726417856,127.3606030535249
21,21.0,87.5,92.03506349437806,116.1360517962063,128.51902448631728
22,22.0,91.66666666666667,92.43371073059191,116.34971661161309,129.7105505358581
23,23.0,95.83333333333333,91.49103140867928,116.10704366230165,129.98401571493085
24,24.0,100.0,91.13284305279018,115.94508013349315,130.961958265466
25,25.0,104.16666666666667,90.75012789933575,116.21580507775082,131.72104846727652
26,26.0,108.33333333333333,90.53142758631456,115.94224700077827,132.3808820697531
27,27.0,112.5,90.67968936570868,116.51565772294622,133.22019535857976
28,28.0,116.66666666666667,90.1219885828053,116.29363605052728,132.4944834886741
29,29.0,120.83333333333333,89.87200070551052,116.36364285227228,133.45779025529794
30,30.0,125.0,89.55888874356751,115.9508887407734,132.72086044456202
31,31.0,129.16666666666666,89.6720391882615,116.18676996634255,132.75289564361532
32,32.0,133.33333333333334,89.56792117477757,116.56995026125097,132.8999157005689
33,33.0,137.5,89.49418781325345,116.50631821752893,132.77917296953558
34,34.0,141.66666666666666,89.28437941087392,116.6574185180269,132.80856117819735
35,35.0,145.83333333333334,88.88028090385889,116.52775002593512,131.8044066988117
36,36.0,150.0,89.81035905595401,116.9299088200158,131.52888493818617
37,37.0,154.16666666666666,89.50797862003434,116.66548608003244,131.18405762557805
38,38.0,158.33333333333334,89.6512401697607,116.66168949234091,130.10085790059654
39,39.0,162.5,89.6041779008616,116.45523952264746,129.37314733028785
40,40.0,166.66666666666666,89.58020291853894,116.42842130262272,128.94784338186713
41,41.0,170.83333333333334,89.1690174897687,115.58134132659958,127.91539685567001
42,42.0,175.0,88.64213116485364,115.48569939254384,127.68727989037211
43,43.0,179.16666666666666,88.74646217733742,116.05614079296694,127.9700080547686
44,44.0,183.33333333333334,89.31951327094886,115.37455490158719,126.70324572045325
45,45.0,187.5,89.77775216388841,115.68426016340281,126.7432117578783
46,46.0,191.66666666666666,89.76346281611404,116.14246156553239,126.89205378530927
47,47.0,195.83333333333334,89.09038418251816,116.07538853628715,126.07568347442502
48,48.0,200.0,90.18670253546817,116.28115117774348,126.0889255641975
49,49.0,204.16666666666666,90.26232944833298,116.6029423831296,126.1426277994985
50,50.0,208.33333333333334,90.78754278876183,117.03591741991501,125.95873998032418
51,51.0,212.5,90.1351440542926,117.63730548519078,125.97566947712974
52,52.0,216.66666666666666,91.53122603310112,118.07148578827405,126.22350250993016
53,53.0,220.83333333333334,91.48280552684808,118.7829908505197,126.69056184103734
54,54.0,225.0,91.70108271464088,119.13684494722642,126.35302632140618
55,55.0,229.16666666666666,92.50369716624463,119.95262432970016,127.14668669802178
56,56.0,233.33333333333334,92.77018880121501,120.74449094938724,128.0454825149587
57,57.0,237.5,92.77018880121501,121.38058470169037,127.87263645744466
58,58.0,241.66666666666666,93.99593670664717,122.88683230364484,129.12921935136387
59,59.0,245.83333333333334,94.76217980994906,124.41568869485928,130.07606804165627
60,60.0,250.0,95.53495106003471,125.57410065921006,130.5898436090799
61,61.0,254.16666666666666,96.66962489748424,127.34693426830145,131.70172495675772
62,62.0,258.3333333333333,97.8165936263491,128.96627272395625,132.64613743330517
63,63.0,262.5,98.91184388607863,130.48237775659823,133.7211446142651
64,64.0,266.6666666666667,100.37639074263443,132.80855050000395,135.45420391288164
65,65.0,270.8333333333333,102.20712167483424,134.96656662076907,136.58624092455202
66,66.0,275.0,104.31033711709993,137.1682796664711,137.51040804146047
67,67.0,279.1666666666667,107.33925720730902,139.97066610036683,138.9843835928853
68,68.0,283.3333333333333,109.84695291082883,142.25761869460828,140.56658803993503
69,69.0,287.5,113.08007335054968,144.78980629377304,141.9587613798606
70,70.0,291.6666666666667,116.93034157836054,147.80572063153144,143.8183068471957
71,71.0,295.8333333333333,121.91386255453159,150.4492002167421,145.2032525030024
72,72.0,300.0,127.64658927320112,153.3918964535931,146.55457425654353
73,73.0,304.1666666666667,132.56276521865024,157.1080976079943,148.47080740744568
