,Frame,Time (ms),Ankle (deg),Knee (deg),Hip (deg)
0,0.0,0.0,84.03684985577259,126.90586740923904,122.43335902999567
1,1.0,4.166666666666667,84.03684985577259,126.90586740923904,122.43335902999567
2,2.0,8.333333333333334,83.29265620501535,126.62605565997814,123.80596893360513
3,3.0,12.5,84.59054295132348,126.5897238360918,124.92080012536826
4,4.0,16.666666666666668,86.32738570251229,126.42919747042804,125.1606294641373
5,5.0,20.833333333333332,88.19392006204797,125.96492798623639,125.80913251758933
6,6.0,25.0,89.55177328980601,125.78604844316862,126.08015621633771
7,7.0,29.166666666666668,90.73134755475681,124.94014753281616,126.27500231744088
8,8.0,33.333333333333336,91.38569102720176,123.64347676899047,125.62987315837789
9,9.0,37.5,91.08776384038408,122.1979733382565,124.96473792359066
10,10.0,41.666666666666664,91.78905094523061,120.99267776882635,124.7749225277591
11,11.0,45.833333333333336,92.23676220688009,119.58401287857447,124.22399605852061
12,12.0,50.0,92.57630031092464,118.19436427508435,124.35955827576932
13,13.0,54.166666666666664,92.98994081205265,117.55470837304696,124.45080170695263
14,14.0,58.333333333333336,93.38193578138355,116.69641819669057,125.20372897617428
15,15.0,62.5,93.41929575964585,116.17369628627357,125.30082184682414
16,16.0,66.66666666666667,92.44730746290168,115.41912070593735,126.47723193977491
17,17.0,70.83333333333333,92.35208462595698,115.00176081760067,126.94499719280869
18,18.0,75.0,91.69313825309723,114.76971627003408,127.37395232489668
19,19.0,79.16666666666667,91.95449254660227,114.45127451933226,128.70721952769387
20,20.0,83.33333333333333,91.48189149853557,114.52185674805207,130.21694850195675
21,21.0,87.5,91.06694492084712,114.26224816708988,130.6009134812083
22,22.0,91.66666666666667,90.60073012741675,113.9280697516807,131.71425997956013
23,23.0,95.83333333333333,90.09725098522117,113.87565080666981,132.99669255912482
24,24.0,100.0,89.49796281558893,113.77919073400531,133.15369594427688
25,25.0,104.16666666666667,89.48721974404666,113.4787571071907,134.1121706719022
26,26.0,108.33333333333333,88.86751690176716,113.38794334316582,133.46509384440796
27,27.0,112.5,88.15704389873883,112.4896274420743,132.71152477948948
28,28.0,116.66666666666667,88.60678513250006,112.765140463008,133.10879252018788
29,29.0,120.83333333333333,88.33857695820596,112.41694542086205,133.45619870346883
30,30.0,125.0,88.43178011291576,112.44704796498955,133.91281885803525
31,31.0,129.16666666666666,88.62127012740676,112.47205899311012,134.36784130106992
32,32.0,133.33333333333334,88.56536177296454,112.39036297614655,134.38873430942576
33,33.0,137.5,87.9710460693412,112.05541899592156,133.6883431185674
34,34.0,141.66666666666666,87.43569469100558,111.88680306027263,133.74054230383115
35,35.0,145.83333333333334,86.86072332896083,110.98553429935035,132.43411632000928
36,36.0,150.0,86.59105777329715,110.88487436142634,130.23253670532065
37,37.0,154.16666666666666,87.09405984014136,111.10082967157742,130.1467987055345
38,38.0,158.33333333333334,87.35052933461874,110.82348488174712,129.3717829467342
39,39.0,162.5,86.87124734539222,110.64030868633013,129.28561284409386
40,40.0,166.66666666666666,86.88748180003383,110.75305524848623,129.60339289968556
41,41.0,170.83333333333334,86.53856529783219,110.08230649992082,128.71067418387844
42,42.0,175.0,86.83916521226773,110.40793441112993,129.12023327761113
43,43.0,179.16666666666666,86.58968311024391,109.9809869652562,128.3936484691579
44,44.0,183.33333333333334,86.52595665910343,109.61614266292048,128.0216031819546
45,45.0,187.5,87.30253173527109,109.67022650816587,126.8442899594318
46,46.0,191.66666666666666,86.9555162342558,109.67687307620811,126.8762367393518
47,47.0,195.83333333333334,87.35853860904896,109.97670343603968,127.25422026851491
48,48.0,200.0,87.59567504030588,109.74374226415256,126.90385197286489
49,49.0,204.16666666666666,87.71243046889805,109.94504214819563,126.89577482690869
50,50.0,208.33333333333334,88.28763950737425,110.35623572663559,127.22132614416671
51,51.0,212.5,88.79056594013922,111.03182824178879,127.17934231725694
52,52.0,216.66666666666666,88.89708602477343,111.51435134579599,127.17849561280671
53,53.0,220.83333333333334,90.27625733035057,112.09046916984941,127.43775015586786
54,54.0,225.0,90.50277802056092,112.72077228983788,128.33467539903458
55,55.0,229.16666666666666,90.97004156471338,113.4408697365688,128.33460893331113
56,56.0,233.33333333333334,91.94944843406005,113.98393321772488,128.827322052445
57,57.0,237.5,92.44912431859493,115.33931981063813,129.33408788756947
58,58.0,241.66666666666666,93.37770328210712,116.29748441731057,129.9684332784665
59,59.0,245.83333333333334,94.06223504736633,117.25065078239903,130.60433041530706
60,60.0,250.0,94.79484168899253,118.43600807067345,130.99209408363387
61,61.0,254.16666666666666,96.11466668494538,120.33765850360582,131.41616661158238
62,62.0,258.3333333333333,97.13519929108678,121.41000400862133,132.07028156582888
63,63.0,262.5,98.85147820987456,123.68577232905292,133.65894361360114
64,64.0,266.6666666666667,100.76013606625527,125.59179360105111,134.29182391292122
65,65.0,270.8333333333333,102.61891574033464,127.54072253661256,135.65967904461093
66,66.0,275.0,104.36293627153972,129.1652043434351,136.56687355165482
67,67.0,279.1666666666667,106.85751424359968,131.80419741778982,138.2624645944485
68,68.0,283.3333333333333,109.64069065751961,134.3529044843588,139.1294967831608
69,69.0,287.5,112.50788028893946,136.5256145266702,140.21451727049686
70,70.0,291.6666666666667,116.62875095927569,139.20707378852896,141.69252891624967
71,71.0,295.8333333333333,121.77112909500019,142.24420837356826,143.26639699623337
72,72.0,300.0,126.12200187699949,145.44244372186202,144.6248304787999
73,73.0,304.1666666666667,131.71826672463416,148.7136112928023,146.081043965464
74,74.0,308.3333333333333,136.13218027513128,151.56216039183408,146.8425335637046
75,75.0,312.5,140.3220739813292,155.04227870183897,148.2222573136897
76,76.0,316.6666666666667,140.9471209374606,157.79196665864987,149.3111755245397
