,Frame,Time (ms),Ankle (deg),Knee (deg),Hip (deg)
0,0.0,0.0,84.71202102895147,132.1381807450941,120.85991140139508
1,1.0,4.166666666666667,84.71202102895147,132.1381807450941,120.85991140139508
2,2.0,8.333333333333334,85.33842135888739,131.20360464623377,121.72655728650224
3,3.0,12.5,86.04822554059673,130.04525531143364,121.13355957418976
4,4.0,16.666666666666668,87.24492789189118,128.8104552522119,121.8640843502778
5,5.0,20.833333333333332,88.56986499056212,128.4482866670261,122.07053201008029
6,6.0,25.0,89.74931242299785,127.89701690822179,122.36332347007169
7,7.0,29.166666666666668,91.55285019318816,125.91626363889942,122.63868835018118
8,8.0,33.333333333333336,91.57079684494033,124.17407518951838,121.72247184443236
9,9.0,37.5,91.39696325554738,121.25678355552175,121.41297303608646
10,10.0,41.666666666666664,90.6886466379353,119.50561176810194,121.04855933892176
11,11.0,45.833333333333336,90.85331216052037,117.19405551142667,120.81931860995519
12,12.0,50.0,90.91858254790576,116.2171936218537,120.24796477873707
13,13.0,54.166666666666664,92.8231866765077,115.2454334550743,121.76755551694907
14,14.0,58.333333333333336,93.05571574996978,114.53395405848771,121.9925991858205
15,15.0,62.5,92.4064393863525,113.94899306476354,122.5396587824552
16,16.0,66.66666666666667,92.84059309632497,113.13790010097502,123.60839598111602
17,17.0,70.83333333333333,92.61754030296773,112.58470676681789,124.27009217700476
18,18.0,75.0,91.67812032322254,111.29263341370296,124.75409138427266
19,19.0,79.16666666666667,91.14091753356065,111.11910625510977,125.85904516195194
20,20.0,83.33333333333333,90.20248128620571,110.0483886532989,125.35080760535054
21,21.0,87.5,90.29978690231772,109.38714118663434,125.41078368486035
22,22.0,91.66666666666667,90.20457652608737,108.75078101633727,125.0880297195709
23,23.0,95.83333333333333,89.59536617210945,108.63769324751313,125.17960363712152
24,24.0,100.0,88.9513920496173,108.49178172902518,125.59214960655682
25,25.0,104.16666666666667,89.05381338699321,108.56618251377415,125.61475419412395
26,26.0,108.33333333333333,89.02164305808891,108.71285596637637,126.15080277622809
27,27.0,112.5,88.21254788437777,108.71706892831979,126.68652949466109
28,28.0,116.66666666666667,88.51944501839547,108.5737478559723,125.85498349886917
29,29.0,120.83333333333333,87.89196235412548,108.08263830403718,126.14427515444955
30,30.0,125.0,87.2354417026458,108.5692648505558,126.73091786571958
31,31.0,129.16666666666666,86.6019511361919,108.17255135486444,127.30937151812488
32,32.0,133.33333333333334,87.44716944549516,108.37132163388924,126.66828370496296
33,33.0,137.5,87.2757444928395,108.06929912555998,127.41177264449175
34,34.0,141.66666666666666,86.51755940552377,107.93514684843394,127.41464423267664
35,35.0,145.83333333333334,86.24380794990086,107.77701080610571,126.83161697998342
36,36.0,150.0,85.71209454141238,107.07837766641859,126.16006769030743
37,37.0,154.16666666666666,86.07712580117352,107.13914559213667,126.55496835296032
38,38.0,158.33333333333334,85.7568969937567,106.48069918516327,125.92648451024944
39,39.0,162.5,85.62044206573013,106.7304274428129,126.00342822013455
40,40.0,166.66666666666666,85.50035343316752,106.43645405463575,125.5817299453055
41,41.0,170.83333333333334,85.07663735288979,105.61049840943564,124.94680753399521
42,42.0,175.0,85.88832879841847,105.74275143882404,125.36158500331261
43,43.0,179.16666666666666,85.36689548092961,105.40103998304191,124.88173043818982
44,44.0,183.33333333333334,85.52839764607128,105.00038600736512,124.82585891088502
45,45.0,187.5,85.72983273544352,105.18649408392208,124.45212127693712
46,46.0,191.66666666666666,85.92113581628297,104.95863607372087,124.16986847928733
47,47.0,195.83333333333334,86.28749671046711,105.49380353165729,124.48488978451361
48,48.0,200.0,86.44147000534446,105.9378420541166,124.38750714389795
49,49.0,204.16666666666666,87.14245203582132,106.89237206287049,124.87674886883408
50,50.0,208.33333333333334,87.95100442559534,107.51998025751,125.38846180633716
51,51.0,212.5,88.58687259663154,108.81632590838247,126.224223336782
52,52.0,216.66666666666666,89.0201997455046,109.79812640536663,126.47631731198649
53,53.0,220.83333333333334,90.6748871657541,112.07209057179442,127.39482041446071
54,54.0,225.0,91.33664890167769,113.37419034056197,128.44807672905333
55,55.0,229.16666666666666,92.41524474965853,114.81858949562647,128.96997695870786
56,56.0,233.33333333333334,94.92793946584703,118.25250543155248,131.09211485489604
57,57.0,237.5,96.22349818581965,120.27166625451773,131.79176126616355
58,58.0,241.66666666666666,99.92888807009587,124.31458092882855,133.67486871326028
59,59.0,245.83333333333334,101.80931216731669,126.88109935370579,135.24343237123148
60,60.0,250.0,106.75168414462193,131.57467679701827,136.99844655698558
61,61.0,254.16666666666666,109.38381527648458,134.54870739831122,138.4234074024716
62,62.0,258.3333333333333,118.33447231638687,141.19510020743493,140.99046741026083
63,63.0,262.5,122.97859620265861,144.7699444697913,142.5111317073783
64,64.0,266.6666666666667,127.89311240199883,147.89925263316775,143.72565225266715
65,65.0,270.8333333333333,135.31673576436634,154.7107367117279,146.48779132778108
