,Frame,Time (ms),Ankle (deg),Knee (deg),Hip (deg)
0,0.0,0.0,83.4504936044345,132.6249218083821,119.62054887260652
1,1.0,4.166666666666667,83.4504936044345,132.6249218083821,119.62054887260652
2,2.0,8.333333333333334,84.23150311312489,131.9223097913663,119.80990716818157
3,3.0,12.5,84.86363363075617,130.11563219351663,121.4488993049565
4,4.0,16.666666666666668,86.10917074185714,128.91162004076975,121.90424234088181
5,5.0,20.833333333333332,87.82948744844822,127.36898129432261,122.81400527250231
6,6.0,25.0,87.78706494028177,125.8449453155544,122.6844074846547
7,7.0,29.166666666666668,87.89146997437217,122.71177961395246,121.99762032321264
8,8.0,33.333333333333336,88.02958351895136,121.33761482418369,121.1560284327932
9,9.0,37.5,87.6197406756428,119.0229396781066,120.37853545025891
10,10.0,41.666666666666664,88.36022648443341,118.1690896414505,119.60191021623432
11,11.0,45.833333333333336,88.58112267985936,116.69680668323758,119.65842337163271
12,12.0,50.0,88.95307039702152,115.83088804013748,120.05955883818358
13,13.0,54.166666666666664,88.9618504798818,114.44903057406258,120.62265816759458
14,14.0,58.333333333333336,89.77020072944369,114.51008295745329,121.477996527602
15,15.0,62.5,90.09872619381666,113.1192811759086,121.4040307582255
16,16.0,66.66666666666667,89.66526652003621,112.94452754663769,122.58137874397185
17,17.0,70.83333333333333,89.3578876757479,111.60956767863698,122.98027659643319
18,18.0,75.0,89.01274874626289,111.43806832907914,124.20256247824297
19,19.0,79.16666666666667,88.84473959385035,111.00176111144543,124.31775852275784
20,20.0,83.33333333333333,87.96964832064106,110.8310556210354,125.3687722927674
21,21.0,87.5,87.47829669017761,110.79579213978344,126.07880063507352
22,22.0,91.66666666666667,87.77183930959492,110.65715904040222,126.81916763072589
23,23.0,95.83333333333333,87.78582972318318,110.58095465988431,127.19688188092346
24,24.0,100.0,87.33832132257933,110.54944048501712,127.1640153049879
25,25.0,104.16666666666667,87.04442522229263,110.36034201195088,127.0439703195975
26,26.0,108.33333333333333,86.70862185635842,110.06710420514595,127.07825690605169
27,27.0,112.5,87.09822454381923,110.47426063373769,127.44086687919702
28,28.0,116.66666666666667,86.45410522517899,109.96846116163883,127.5298771610717
29,29.0,120.83333333333333,86.00595037720593,110.22605166297689,127.06325201800023
30,30.0,125.0,86.46006555944285,109.86194465275939,126.82211910042315
31,31.0,129.16666666666666,85.67829865678935,109.52263127800556,126.71986615183404
32,32.0,133.33333333333334,85.83429583966307,108.77105246275238,126.38140262642396
33,33.0,137.5,85.17903631672883,108.53737730214387,125.94269084300514
34,34.0,141.66666666666666,85.42228356581086,107.95317791109844,125.81963009216182
35,35.0,145.83333333333334,85.19721942356232,107.43985731644048,126.01861679362992
36,36.0,150.0,85.49536232908201,107.04820898514338,126.04933930345723
37,37.0,154.16666666666666,84.8398328154917,106.77147599767538,125.5954642581293
38,38.0,158.33333333333334,85.25942120456676,106.6284032230223,124.99770858218359
39,39.0,162.5,85.42916446712724,106.57592391826718,124.95317308344065
40,40.0,166.66666666666666,85.38749754519732,106.79003414104697,124.77302806984952
41,41.0,170.83333333333334,85.7799422519773,107.24223011022768,124.31545445142046
42,42.0,175.0,86.23634792101575,107.82839495485266,124.3377089344816
43,43.0,179.16666666666666,87.02410649154888,109.11630156490675,124.69830813322909
44,44.0,183.33333333333334,87.53339333748008,109.8045900473814,125.2769807473645
45,45.0,187.5,88.2989762090573,112.25883779904167,125.98672682064074
46,46.0,191.66666666666666,88.73531222444456,113.31099256069174,126.89747010461474
47,47.0,195.83333333333334,90.95983948991167,116.56380623912297,128.7120049731062
48,48.0,200.0,91.88356766608177,118.10049247141221,129.10265296806145
49,49.0,204.16666666666666,94.56266427504383,121.6960360279921,131.08653860049654
50,50.0,208.33333333333334,96.15429086788097,123.73524739126003,132.4549363760853
51,51.0,212.5,100.5211176898861,128.54336972859372,135.15403841561914
52,52.0,216.66666666666666,105.57530586193303,133.6307307340794,137.79625404774606
53,53.0,220.83333333333334,108.95361481723012,136.27134320952084,138.36505347608121
54,54.0,225.0,117.15313201948368,142.37364236771703,140.70618075766077
55,55.0,229.16666666666666,121.81988728075356,145.44200200540828,142.43182638476802
56,56.0,233.33333333333334,131.5957122266258,151.8704553862054,144.88747767411664
