,Frame,Time (ms),Ankle (deg),Knee (deg),Hip (deg)
0,0.0,0.0,80.56329599064517,127.84235362627376,122.78870779943438
1,1.0,4.166666666666667,80.56329599064517,127.84235362627376,122.78870779943438
2,2.0,8.333333333333334,81.88598303319995,127.36723221529725,124.21902227959211
3,3.0,12.5,82.36656992980157,126.6669276160485,124.69515353123397
4,4.0,16.666666666666668,83.28483327513544,126.87217085689902,125.900749609446
5,5.0,20.833333333333332,87.23161536817551,127.2080259305347,128.0100206207537
6,6.0,25.0,89.03706510725279,126.95701942449867,128.00710670183497
7,7.0,29.166666666666668,90.43240572846187,126.49007954739993,128.02496735376022
8,8.0,33.333333333333336,91.40712844590637,124.0569221603532,127.12307789868686
9,9.0,37.5,91.05596502373919,122.22385307501985,126.18639070422569
10,10.0,41.666666666666664,91.14103378466318,120.87590277370256,125.01759294269115
11,11.0,45.833333333333336,90.92406250642267,118.06702979509645,124.0428267508485
12,12.0,50.0,90.97230791255683,116.95122165148825,123.59056505716909
13,13.0,54.166666666666664,91.44230097566036,116.0450042520252,123.77696888421879
14,14.0,58.333333333333336,92.30992149568621,114.94162744767823,124.36372595245331
15,15.0,62.5,93.09512843786489,115.0518491557737,124.823054983943
16,16.0,66.66666666666667,92.07993289108948,114.41105744685477,125.20040378247089
17,17.0,70.83333333333333,91.48309712203391,113.72678374473563,127.18342472580474
18,18.0,75.0,91.47737153134626,113.61810512365632,127.80495171786646
19,19.0,79.16666666666667,90.84547716981398,113.100785089075,129.15487673271778
20,20.0,83.33333333333333,90.41712958767003,112.82269752868821,130.7410943410253
21,21.0,87.5,89.68931445183865,112.76431606549865,131.9964663415438
22,22.0,91.66666666666667,89.37888086163483,112.53128169471057,132.61995524583747
23,23.0,95.83333333333333,89.63950405807405,112.64240018831269,133.24314820175732
24,24.0,100.0,88.82142007022868,112.34135579675889,133.35965792865696
25,25.0,104.16666666666667,88.27537439926512,112.16424211077837,133.65413808228985
26,26.0,108.33333333333333,88.13903323223676,111.91514136406089,133.61559131811694
27,27.0,112.5,87.48604567605676,111.13699489592445,133.37918724518525
28,28.0,116.66666666666667,87.28631496402586,111.26765704150438,133.59810318959128
29,29.0,120.83333333333333,86.81116233299805,111.42118096790496,133.8216078605118
30,30.0,125.0,87.07639644586143,110.97617754811215,133.83858115263413
31,31.0,129.16666666666666,86.5501467763316,110.79011466884695,133.46517963750458
32,32.0,133.33333333333334,86.23058738776943,111.07173610436897,133.01801333784863
33,33.0,137.5,86.06090186847776,110.71602266878614,133.05684023474893
34,34.0,141.66666666666666,85.95466149755134,110.31138063184744,132.41132107060452
35,35.0,145.83333333333334,85.51990362268428,109.98539487028069,132.05585976572988
36,36.0,150.0,85.17487926049083,109.3011490738156,131.6065817554724
37,37.0,154.16666666666666,85.0900248612169,109.14593800217715,131.94179185462
38,38.0,158.33333333333334,84.97974380539232,108.88115506210787,131.57425150641356
39,39.0,162.5,85.51687905764238,108.78976432897443,131.32014388179755
40,40.0,166.66666666666666,85.0761555043415,108.5039782420657,131.51774089006383
41,41.0,170.83333333333334,85.32877250993648,108.39099462028815,130.34575129820394
42,42.0,175.0,85.4880679673173,108.46652209485943,130.2269302451815
43,43.0,179.16666666666666,86.10621439727325,108.73827212595393,129.58332363806753
44,44.0,183.33333333333334,85.98403001492596,108.57811769182985,129.5487369992347
45,45.0,187.5,86.62436847315249,109.31184152607284,130.13102209263533
46,46.0,191.66666666666666,86.57293864505787,109.80036957531068,130.0100750755235
47,47.0,195.83333333333334,87.03754784463206,109.94185936303732,129.3911963913416
48,48.0,200.0,87.85434754940002,111.66474352859208,130.9059587247242
49,49.0,204.16666666666666,88.29619679180861,112.18246207446059,130.84631484131063
50,50.0,208.33333333333334,89.18981989035723,113.83030875900218,131.75822904732232
51,51.0,212.5,89.62624534538035,114.57752698268273,131.80733007894557
52,52.0,216.66666666666666,91.14535023592646,117.56193779742695,133.22949081496367
53,53.0,220.83333333333334,91.97636531480617,118.84883218474789,133.54601774133062
54,54.0,225.0,93.53197000052963,121.06644040712456,134.3439269556298
55,55.0,229.16666666666666,96.22805862347704,125.1256932477181,136.48628038139228
56,56.0,233.33333333333334,98.45599639432129,127.56047108192791,137.46105465053026
57,57.0,237.5,100.25344293650224,129.46592840686603,137.9459252781514
58,58.0,241.66666666666666,105.46722910089333,134.814884630444,140.1253372330828
59,59.0,245.83333333333334,108.89081217259093,137.94225143252638,141.75670582926412
60,60.0,250.0,113.0917778716651,141.00072023988548,142.71933799009372
61,61.0,254.16666666666666,123.16988667383197,148.0014207082262,145.5870063115461
62,62.0,258.3333333333333,127.34240258288872,151.32377173223855,146.7703031362986
63,63.0,262.5,131.7341215673315,154.37017586968332,147.63070731194207
64,64.0,266.6666666666667,135.44728626966918,160.15452991159984,150.54584035991542
