,Frame,Time (ms),Ankle (deg),Knee (deg),Hip (deg)
0,0.0,0.0,81.12035654273089,126.94356469332851,120.21849594482542
1,1.0,4.166666666666667,81.12035654273089,126.94356469332851,120.21849594482542
2,2.0,8.333333333333334,80.44811696295737,126.21618443759935,121.08651455473922
3,3.0,12.5,81.60208035571233,126.0312484986723,121.4052038148018
4,4.0,16.666666666666668,82.87726326077772,125.97602987676096,122.32436095499193
5,5.0,20.833333333333332,84.04665239567376,125.35352410825743,122.86382333736432
6,6.0,25.0,85.52186584591489,124.79325658033889,122.7843492999181
7,7.0,29.166666666666668,87.85501862347989,123.08961380632185,122.62419710984899
8,8.0,33.333333333333336,88.74722741096609,122.23316589446495,122.42042518410113
9,9.0,37.5,89.48725369376827,121.25424975997949,121.9640961832034
10,10.0,41.666666666666664,88.96894146424567,119.55918788802614,120.8002314029581
11,11.0,45.833333333333336,88.8603187307033,117.91492282978045,119.89042554380829
12,12.0,50.0,89.4193516310403,116.86284814139125,119.73800858534317
13,13.0,54.166666666666664,89.57995049110086,115.9822300051857,119.16138717270515
14,14.0,58.333333333333336,90.14644825989635,115.25771292019672,119.18474770067873
15,15.0,62.5,91.02061377504418,113.82940599714497,119.47129077354043
16,16.0,66.66666666666667,91.43801602322736,113.34182130709206,120.36970823817022
17,17.0,70.83333333333333,91.49654562892252,112.61543514376395,120.38978828440897
18,18.0,75.0,91.966172641905,112.03874161416574,120.73828857902733
19,19.0,79.16666666666667,91.51477469266298,111.83198543038121,121.2084967409467
20,20.0,83.33333333333333,90.99278863568433,111.21299299446477,122.30202753333975
21,21.0,87.5,90.36847947602821,110.79945470957118,122.43019152494962
22,22.0,91.66666666666667,89.9950609777305,110.20387532754792,124.04503501575324
23,23.0,95.83333333333333,89.22373052184106,109.76498123054702,124.7223825817217
24,24.0,100.0,89.22280780244803,109.04489573075998,124.94267573366636
25,25.0,104.16666666666667,88.3386137511716,108.62203641763517,124.75492221943873
26,26.0,108.33333333333333,87.5756126312451,108.27159523446474,125.1111868549353
